0.1011,0.1253,0.0961,0.2138,0.062,0.081,0.1198,0.5935,0.0866,0.3754,0.0822,0.1406,0.0816,0.1661,0.1131,0.1091,0.0415,0.1463,0.0971,0.2229,0.0747,1
0.0866,0.1631,0.0684,0.1209,0.0668,0.1304,0.0755,0.465,0.0737,0.3606,0.1046,0.1648,0.085,0.1561,0.0827,0.075,0.0846,0.192,0.0924,0.2446,0.0618,1
0.0911,0.1132,0.0821,0.1207,0.0684,0.2526,0.0697,0.8777,0.0715,0.4389,0.1101,0.1703,0.0879,0.1257,0.1077,0.1088,0.0726,0.1676,0.0964,0.29,0.0855,1
0.0929,0.181,0.0818,0.1378,0.0747,0.1367,0.0776,0.6447,0.1373,1.1876,0.1059,0.3139,0.0903,0.1152,0.1322,0.104,0.0821,0.2127,0.1006,0.2776,0.0679,1
0.0942,0.135,0.0866,0.1289,0.0708,0.0993,0.0964,0.2822,0.1167,0.3741,0.0866,0.1302,0.08,0.1461,0.1048,0.0758,0.0808,0.1618,0.0942,0.202,0.0597,1
0.1504,0.1955,0.1051,0.173,0.0956,0.1001,0.1177,0.3006,0.1547,0.4409,0.1453,0.1381,0.1186,0.195,0.1264,0.1679,0.0953,0.2486,0.1367,0.3717,0.1154,1
0.0847,0.1688,0.0808,0.122,0.0694,0.1425,0.1,0.3866,0.0971,0.4036,0.1146,0.1413,0.0742,0.1664,0.1312,0.0972,0.089,0.1964,0.1037,0.2279,0.0726,1
0.175,0.2034,0.1227,0.1737,0.1301,0.146,0.1159,0.3732,0.1151,0.5741,0.155,0.1912,0.1143,0.183,0.1185,0.1196,0.0895,0.2423,0.1243,0.4899,0.1206,1
0.0982,0.143,0.0652,0.1241,0.0639,0.0882,0.0895,0.404,0.0781,0.4158,0.0885,0.1252,0.0771,0.15,0.1093,0.1104,0.0663,0.1821,0.0895,0.2324,0.0623,1
0.1037,0.1369,0.08,0.1291,0.0636,0.0578,0.0977,0.4452,0.0858,0.3727,0.1019,0.1544,0.0768,0.1793,0.1082,0.2012,0.076,0.2137,0.0816,0.6953,0.1064,1
0.0927,0.1586,0.0752,0.1391,0.071,0.1164,0.0789,0.5061,0.08,0.3942,0.0982,0.2157,0.0789,0.1181,0.0969,0.1141,0.0549,0.1465,0.081,0.1909,0.061,1
0.1098,0.2002,0.0826,0.1417,0.0702,0.146,0.0737,0.6044,0.0602,0.4862,0.103,0.2783,0.0444,0.296,0.1359,0.1734,0.0705,0.228,0.0832,0.2517,0.0781,1
0.1098,0.1855,0.0726,0.1204,0.0673,0.1217,0.075,0.7777,0.0789,0.4545,0.1132,0.2507,0.0818,0.132,0.1064,0.1139,0.0747,0.1605,0.0882,0.2409,0.0721,1
0.0805,0.1179,0.0829,0.188,0.0695,0.0423,0.0871,0.6782,0.09,0.3923,0.1083,0.1323,0.0845,0.1822,0.1283,0.127,0.0805,0.2117,0.0969,0.252,0.0855,1
0.108,0.1758,0.0932,0.1392,0.0771,0.1399,0.0884,0.508,0.0895,0.4115,0.1122,0.412,0.089,0.1675,0.118,0.1405,0.0708,0.1901,0.0826,0.2171,0.0755,1
0.1824,0.3375,0.1214,0.2056,0.0974,0.1141,0.0781,0.3137,0.1314,0.4922,0.1495,0.1801,0.1198,0.2154,0.1636,0.1758,0.1206,0.2903,0.1024,0.3108,0.1143,1
0.095,0.1153,0.0797,0.1243,0.0636,0.1169,0.0803,0.4321,0.0784,0.3281,0.1101,0.1297,0.118,0.2131,0.1301,0.1732,0.0953,0.2299,0.0995,0.2226,0.0734,1
0.1043,0.0984,0.076,0.1507,0.0723,0.0781,0.0847,0.2794,0.0964,0.3704,0.1064,0.1252,0.0818,0.174,0.1219,0.1674,0.081,0.1982,0.0855,0.2197,0.0694,1
0.1109,0.2,0.0905,0.1391,0.0771,0.1653,0.0871,0.6244,0.0734,0.4268,0.119,0.1631,0.0982,0.1769,0.1072,0.1265,0.065,0.179,0.095,0.2287,0.085,1
0.1016,0.1374,0.0861,0.1629,0.0774,0.1521,0.0747,0.7165,0.0932,0.5739,0.0919,0.2503,0.0246,0.3026,0.1396,0.1624,0.0779,0.2048,0.0903,0.2485,0.0876,1
0.0927,0.1182,0.0702,0.1185,0.0663,0.0877,0.0715,0.6349,0.0945,0.4537,0.1331,0.2107,0.0734,0.1458,0.1167,0.0592,0.0763,0.1602,0.0679,0.1615,0.0805,1
0.1362,0.1989,0.1196,0.1553,0.1212,0.1305,0.1127,0.3233,0.1391,0.4923,0.1548,0.2897,0.1462,0.2144,0.147,0.1542,0.1072,0.1898,0.1399,0.2562,0.1146,1
0.1209,0.196,0.0934,0.1412,0.0808,0.1202,0.0774,0.4394,0.0948,0.3933,0.1151,0.1513,0.0884,0.1508,0.1143,0.1109,0.085,0.2167,0.08,0.2285,0.0882,1
0.0934,0.2221,0.094,0.1378,0.0697,0.1584,0.0985,0.2822,0.0937,0.383,0.1264,0.146,0.0884,0.146,0.1162,0.1133,0.0779,0.1737,0.0861,0.21,0.0663,1
0.0921,0.6441,0.0927,0.2526,0.0771,0.1418,0.0871,0.5032,0.0742,0.331,0.0858,0.1531,0.0789,0.1331,0.1014,0.0877,0.0716,0.1888,0.0932,0.2538,0.0879,1
0.0805,0.1438,0.0797,0.1117,0.065,0.0975,0.0734,0.3434,0.0869,0.315,0.113,0.1917,0.0692,0.0994,0.1265,0.0703,0.0811,0.1774,0.0715,0.1931,0.0436,1
0.1138,0.1259,0.0937,0.1515,0.0842,0.1017,0.099,0.2333,0.0866,0.878,0.1288,0.2555,0.0697,0.1366,0.1082,0.1175,0.0813,0.1745,0.0776,0.1997,0.0752,1
0.1061,0.2712,0.1024,0.1708,0.0781,0.1462,0.0805,0.3874,0.0763,0.4039,0.1017,0.1387,0.0813,0.2184,0.1558,0.0051,0.0792,0.2423,0.0953,0.2034,0.081,1
0.1204,0.1079,0.0808,0.1642,0.0882,0.0433,0.0803,0.3091,0.1011,0.4071,0.1178,0.1508,0.1059,0.168,0.1043,0.112,0.0763,0.1966,0.1008,0.2113,0.0821,1
0.1172,0.1731,0.0737,0.1323,0.0855,0.151,0.0708,1.0875,0.0948,0.581,0.1299,0.2453,0.1003,0.1191,0.1325,0.1756,0.0934,0.2515,0.0805,0.463,0.0715,1
0.132,0.1284,0.1041,0.1614,0.07,0.1001,0.1085,0.308,0.0961,0.3627,0.1217,0.1489,0.0898,0.1398,0.1183,0.1519,0.0792,0.1903,0.0919,0.1952,0.0808,1
0.1051,0.1322,0.0966,0.1465,0.0805,0.1254,0.0966,0.3117,0.0948,0.3833,0.0905,0.1326,0.0876,0.1761,0.1117,0.099,0.0888,0.1975,0.0942,0.2123,0.0813,1
0.0982,0.172,0.0715,0.1087,0.0739,0.1106,0.0789,0.4066,0.0892,0.4395,0.1085,0.1848,0.0993,0.1577,0.0934,0.0565,0.1053,0.2589,0.1074,0.2582,0.0605,1
0.1217,0.1435,0.0964,0.1431,0.0813,0.1692,0.1043,0.4196,0.0829,0.3833,0.1162,0.1297,0.09,0.1872,0.1172,0.1299,0.0905,0.209,0.0905,0.2189,0.0979,1
0.0916,0.0733,0.0895,0.1837,0.0618,0.0748,0.0979,0.3982,0.0895,0.4205,0.108,0.1943,0.0911,0.1345,0.1191,0.1101,0.0938,0.1957,0.1037,0.2313,0.0676,1
0.0966,0.12,0.0845,0.1481,0.0721,0.0888,0.0795,0.2901,0.0803,0.4026,0.09,0.17,0.0853,0.1239,0.1059,0.1176,0.0781,0.1723,0.0921,0.201,0.062,1
0.1083,0.1021,0.0961,0.1687,0.0758,0.0853,0.0847,0.247,0.1035,0.4121,0.1109,0.2149,0.0731,0.1291,0.1434,0.1054,0.0806,0.1883,0.0869,0.2245,0.0755,1
0.0977,0.1953,0.0869,0.1305,0.0816,0.1378,0.0702,0.8938,0.066,0.7081,0.1396,0.327,0.0818,0.1191,0.0874,0.1271,0.0747,0.1887,0.0869,0.2174,0.0697,1
0.081,0.1129,0.0795,0.1331,0.0539,0.0787,0.0768,0.5064,0.0671,0.3298,0.1085,0.1684,0.1003,0.1922,0.1085,0.1281,0.0813,0.1998,0.0913,0.2297,0.0568,1
0.0919,0.0998,0.0911,0.1328,0.0718,0.0943,0.0876,0.2602,0.0853,0.4012,0.1164,0.1742,0.0874,0.1672,0.1028,0.0922,0.1041,0.1965,0.081,0.1936,0.0734,1
0.0945,0.1148,0.0971,0.1715,0.0586,0.0993,0.0969,0.3386,0.0879,0.406,0.0893,0.1693,0.0784,0.1439,0.1085,0.1167,0.0789,0.2029,0.0845,0.2237,0.057,1
0.1111,0.3451,0.0694,0.1283,0.0908,0.1357,0.0829,1.197,0.0689,0.7822,0.157,0.7877,0.1066,0.1684,0.1412,0.2558,0.1146,0.2642,0.0839,0.2756,0.0747,1
0.1106,0.2435,0.0876,0.1365,0.0839,0.1842,0.0739,0.8487,0.0726,0.4355,0.0971,0.2557,0.0847,0.2315,0.1296,0.1846,0.0697,0.2011,0.0774,0.2322,0.0657,1
0.1132,0.1598,0.0863,0.1478,0.0694,0.1322,0.1014,0.4941,0.0803,0.3247,0.1132,0.1884,0.1016,0.1299,0.0993,0.0961,0.088,0.2015,0.0958,0.211,0.0834,1
0.1127,0.1828,0.127,0.1555,0.1259,0.1402,0.1438,0.4597,0.1019,0.4071,0.109,0.2751,0.1262,0.1406,0.146,0.1259,0.1007,0.1208,0.1132,0.2524,0.1043,2
0.141,0.1203,0.1206,0.1534,0.1293,0.0884,0.1051,0.1077,0.0961,0.2872,0.1209,0.2487,0.1861,0.2139,0.1465,0.0758,0.1296,0.1602,0.1008,0.2746,0.1386,2
0.1858,0.1482,0.1262,0.1246,0.1418,0.0639,0.1663,0.1774,0.0969,0.3025,0.1231,0.1778,0.1157,0.0798,0.1162,0.093,0.0935,0.1215,0.0924,0.2008,0.0861,2
0.1283,0.6059,0.1246,0.1442,0.1169,0.2162,0.1185,0.4418,0.0457,0.4989,0.1581,0.2484,0.1449,0.1943,0.1048,0.1529,0.1074,0.1823,0.1029,0.2804,0.0824,2
0.1154,0.2048,0.1119,0.1726,0.0876,0.1222,0.1391,0.3705,0.0758,0.4638,0.0969,0.2593,0.1209,0.1616,0.1077,0.1186,0.1227,0.1465,0.0892,0.2126,0.0855,2
0.0937,0.2116,0.1206,0.1856,0.1309,0.1766,0.1196,0.4133,0.0565,0.4645,0.1138,0.2212,0.1101,0.1313,0.1016,0.1164,0.081,0.152,0.1011,0.2496,0.0668,2
0.2437,0.1348,0.1683,0.1292,0.188,0.06,0.2935,0.1797,0.1127,0.3355,0.1626,0.1684,0.1531,0.1497,0.222,0.0589,0.1217,0.1824,0.1185,0.2203,0.1029,2
0.1251,0.2071,0.1405,0.1391,0.1305,0.1548,0.108,0.3465,0.0686,0.4526,0.1096,0.2162,0.1359,0.1431,0.1391,0.1619,0.114,0.1678,0.1291,0.3441,0.1061,2
0.1515,0.1229,0.1314,0.1744,0.0723,0.0372,0.1515,0.1845,0.1016,0.3355,0.1193,0.1853,0.1389,0.1228,0.1592,0.0967,0.109,0.1328,0.1117,0.2333,0.0945,2
0.1502,0.1197,0.1252,0.1316,0.0948,0.0932,0.0937,0.1119,0.0768,0.4102,0.1449,0.2579,0.1247,0.0727,0.1271,0.1258,0.0842,0.1167,0.0858,0.1992,0.0921,2
0.1283,0.0957,0.1408,0.1336,0.1049,0.1941,0.0979,0.2211,0.089,0.3261,0.1302,0.1479,0.1241,0.1279,0.127,0.1141,0.1059,0.1568,0.0998,0.2235,0.0998,2
0.1801,0.1343,0.1368,0.1109,0.1331,0.1405,0.1409,0.2027,0.1169,0.3476,0.1336,0.1798,0.138,0.1415,0.1621,0.1507,0.1086,0.1527,0.108,0.2391,0.1082,2
0.1365,0.1184,0.1313,0.127,0.1276,0.1191,0.0848,0.1745,0.1227,0.3366,0.1297,0.1804,0.1647,0.2295,0.1718,0.1917,0.0845,0.1291,0.095,0.2105,0.0934,2
0.1278,0.138,0.1724,0.1402,0.1199,0.0927,0.1586,0.1626,0.0995,0.2719,0.1164,0.17,0.1418,0.1247,0.1557,0.1201,0.1214,0.1227,0.0979,0.2134,0.0874,2
0.1463,0.1021,0.1587,0.1273,0.1682,0.0758,0.1819,0.2096,0.0679,0.2683,0.1167,0.2051,0.1702,0.1735,0.1465,0.0866,0.1146,0.1647,0.1006,0.2412,0.1035,2
0.1309,0.1704,0.1014,0.1138,0.1222,0.1341,0.062,0.1702,0.0948,0.3202,0.1085,0.1647,0.123,0.1622,0.1581,0.1988,0.1367,0.1784,0.0948,0.2327,0.089,2
0.119,0.3878,0.1032,0.1291,0.1135,0.1452,0.1204,0.4115,0.0855,0.5381,0.1074,0.2006,0.1188,0.1382,0.1006,0.1183,0.0713,0.1581,0.0929,0.2411,0.0829,2
0.2162,0.1145,0.1713,0.1568,0.1586,0.071,0.2122,0.1588,0.1035,0.3678,0.1434,0.2242,0.1109,0.0962,0.1436,0.3801,0.1597,0.2098,0.1066,0.316,0.1098,2
0.2265,0.1691,0.1405,0.0996,0.1674,0.0961,0.2218,0.1571,0.0858,0.2788,0.1375,0.2273,0.1613,0.16,0.154,0.0875,0.1246,0.1663,0.1233,0.2544,0.0982,2
0.3761,0.1403,0.1602,0.1066,0.1816,0.2091,0.236,0.0855,0.1103,0.4218,0.1263,0.2424,0.151,0.1484,0.1563,0.127,0.1249,0.1397,0.1095,0.2384,0.1219,2
0.1922,0.1868,0.1162,0.1877,0.1122,0.2508,0.1119,0.3082,0.1029,0.3631,0.1291,0.2368,0.1481,0.216,0.1607,0.1858,0.0998,0.1602,0.1003,0.6747,0.1367,2
0.1636,0.2116,0.0837,0.1038,0.1183,0.1011,0.1233,1.0347,0.1035,0.2975,0.1278,0.1708,0.1494,0.1186,0.1611,0.1592,0.0972,0.1186,0.0977,0.2274,0.0586,2
0.156,0.1432,0.1391,0.1333,0.1087,0.1177,0.1222,0.2159,0.1064,0.3743,0.1331,0.188,0.1259,0.1904,0.1716,0.1754,0.1154,0.1473,0.0958,0.216,0.0879,2
0.2141,0.2068,0.1704,0.1685,0.1523,0.1555,0.2453,0.1494,0.1131,0.3232,0.1526,0.222,0.1848,0.1479,0.1672,0.1157,0.1249,0.1294,0.133,0.2564,0.1164,2
0.1785,0.1158,0.1236,0.1321,0.0974,0.0731,0.1523,0.2072,0.0821,0.2819,0.1053,0.1589,0.1193,0.135,0.1505,0.0552,0.1202,0.1524,0.0934,0.2055,0.0898,2
0.1481,0.1961,0.1996,0.1713,0.1428,0.1217,0.2803,0.1752,0.099,0.326,0.1663,0.183,0.1331,0.126,0.1653,0.1012,0.1201,0.1235,0.1172,0.23,0.1051,2
0.1302,0.1248,0.1462,0.1565,0.1297,0.108,0.1165,0.1967,0.0953,0.384,0.1257,0.2186,0.1172,0.1184,0.1299,0.1032,0.1051,0.1542,0.1059,0.2499,0.1011,2
0.2075,0.153,0.1508,0.1265,0.1478,0.0689,0.17,0.1496,0.0951,0.3192,0.1251,0.1679,0.1099,0.0661,0.1273,0.1115,0.0942,0.1066,0.1061,0.2564,0.1019,2
0.1502,0.1002,0.1577,0.1352,0.1208,0.0603,0.1637,0.1412,0.0898,0.2839,0.1309,0.1639,0.1217,0.1183,0.154,0.1413,0.1347,0.1585,0.1051,0.2332,0.0781,2
0.155,0.1345,0.1385,0.1247,0.1104,0.1297,0.1003,0.1958,0.1037,1.074,0.1117,0.2236,0.099,0.3435,0.1193,0.1415,0.0837,0.1491,0.0879,1.0686,0.1066,2
0.1449,0.1791,0.0333,0.0394,0.128,0.3157,0.0798,0.0599,0.1049,0.452,0.1521,0.1988,0.0879,0.1044,0.1114,0.0663,0.104,0.1357,0.1098,0.2709,0.0882,2
0.1088,0.1248,0.1172,0.2146,0.1198,0.1708,0.1135,0.246,0.1101,0.3482,0.1067,0.1764,0.0995,0.4181,0.1085,0.1347,0.1048,0.1856,0.1011,0.2546,0.0869,2
0.1312,0.1065,0.1252,0.1263,0.1225,0.0681,0.1756,0.1592,0.0961,0.2965,0.1144,0.1983,0.1161,0.1239,0.1772,0.1083,0.0919,0.1215,0.1066,0.2326,0.089,2
0.1066,0.4142,0.1193,0.193,0.1256,0.1576,0.1351,0.3831,0.0795,0.5767,0.1151,0.2413,0.1172,0.2054,0.0887,0.1141,0.0934,0.1979,0.0692,0.3055,0.0874,2
0.1872,0.1192,0.1305,0.1369,0.1138,0.0549,0.1568,0.1848,0.1048,0.3076,0.1354,0.1935,0.1344,0.1941,0.1594,0.1679,0.0942,0.1438,0.0861,0.195,0.0916,2
0.1964,0.149,0.1099,0.0822,0.1409,0.2758,0.032,0.0116,0.1357,0.5995,0.1201,0.1858,0.1157,0.0922,0.1393,0.1163,0.0922,0.1196,0.1016,0.2097,0.1003,2
0.1254,0.1628,0.1283,0.1294,0.1504,0.019,0.2167,0.1697,0.0932,0.2733,0.1373,0.1991,0.1235,0.1122,0.145,0.1125,0.1117,0.1523,0.1117,0.576,0.1341,2
0.1573,0.1076,0.137,0.1301,0.131,0.1353,0.1684,0.2391,0.1093,0.3572,0.1525,0.2019,0.132,0.3329,0.1571,0.1394,0.1019,0.1362,0.1053,0.5622,0.1396,2
0.104,0.4895,0.1101,0.1468,0.1209,0.1523,0.1504,0.3077,0.1156,0.351,0.0888,0.2242,0.1164,0.164,0.1417,0.1853,0.1193,0.1478,0.1029,0.2403,0.0927,2
0.1183,0.2668,0.1217,0.1434,0.1151,0.2621,0.1014,0.2457,0.0993,0.3461,0.1352,0.1854,0.1038,0.0877,0.1453,0.13,0.0898,0.1267,0.109,0.2203,0.1053,2
0.1346,0.1374,0.1454,0.176,0.1251,0.1903,0.0536,0.1708,0.1048,0.3522,0.1185,0.146,0.1272,0.1339,0.1307,0.1075,0.0895,0.1391,0.089,0.2406,0.1059,2
0.1201,0.1976,0.1437,0.1423,0.1146,0.1299,0.1309,0.3932,0.1357,0.3698,0.1196,0.2065,0.1357,0.0711,0.1623,0.1735,0.1201,0.1299,0.0847,0.2216,0.1074,2
0.1412,0.1425,0.1096,0.1056,0.05,0.3509,0.1874,0.2148,0.1188,0.2727,0.1088,0.1619,0.1233,0.1522,0.1557,0.0499,0.1354,0.2307,0.0729,0.2076,0.1053,2
0.1745,0.1787,0.1463,0.1307,0.1262,0.0676,0.2639,0.1826,0.1204,0.3572,0.1547,0.1938,0.1914,0.1497,0.1414,0.1023,0.1152,0.1835,0.0705,0.2285,0.1101,2
0.1547,0.1427,0.1268,0.1014,0.1595,0.0682,0.1974,0.1575,0.0842,0.293,0.103,0.2231,0.1375,0.1402,0.1336,0.0352,0.1346,0.1705,0.0871,0.2023,0.104,2
0.217,0.1509,0.1355,0.1133,0.1753,0.0771,0.2239,0.1423,0.0869,0.2937,0.1701,0.2606,0.1855,0.1967,0.1689,0.1106,0.1185,0.1816,0.1246,0.605,0.1254,2
0.1898,0.1385,0.1288,0.1431,0.1049,0.0634,0.1212,0.1954,0.0837,0.2889,0.1109,0.1487,0.1138,0.1226,0.1639,0.0367,0.1307,0.1724,0.0942,0.2387,0.0718,2
0.2215,0.1182,0.1564,0.1199,0.149,0.079,0.2444,0.1383,0.1227,0.3189,0.161,0.2175,0.1858,0.1302,0.1542,0.1196,0.1141,0.1342,0.1193,0.2427,0.113,2
0.199,0.1527,0.1404,0.152,0.1745,0.0312,0.285,0.1897,0.108,0.3293,0.1328,0.2173,0.193,0.1381,0.1912,0.1448,0.1164,0.1655,0.1085,0.2351,0.1151,2
0.2167,0.1696,0.1486,0.2101,0.1386,0.1803,0.2011,0.2483,0.0882,0.3247,0.1285,0.2235,0.1742,0.1378,0.1655,0.1175,0.1428,0.5898,0.147,0.2799,0.1167,2
0.2228,0.1403,0.0964,0.0689,0.1344,0.2059,0.2212,0.1747,0.0776,0.2862,0.1154,0.1542,0.1396,0.1328,0.1603,0.0922,0.1357,0.1637,0.1032,0.2155,0.085,2
0.1589,0.1697,0.1449,0.179,0.1267,0.1848,0.0668,0.2555,0.0964,0.3298,0.123,0.1492,0.1423,0.1268,0.1415,0.1114,0.1207,0.165,0.095,0.2147,0.0964,2
0.1626,0.1535,0.1239,0.1112,0.1468,0.1513,0.1059,0.1249,0.0692,0.3661,0.1209,0.1537,0.113,0.1152,0.127,0.0798,0.1093,0.1568,0.0932,0.2356,0.0953,2
